"N","rxx","bias","AbilityX","AbilitySD","PerceptionX","PerceptionSD","t.omni.t","t.omni.p","t.low.t","t.low.p","t.hi.t","t.hi.p"
70,0.8,80,35.5,20.3510851471529,35.5,20.3510851471529,0,1,-4.06624227062428,0.000803298737125336,-4.06624227062428,0.000803298737125336
70,0.8,90,35.5,20.3510851471529,35.5,20.3510851471529,0,1,-5.37941140776401,4.9937364253564e-05,-5.37941140776401,4.9937364253564e-05
70,0.8,100,35.5,20.3510851471529,35.5,20.3510851471529,0,1,-5.20119906356417,7.20862285812379e-05,-5.20119906356417,7.20862285812379e-05
70,0.85,0,35.5,20.3510851471529,35.5,20.3510851471529,0,1,-1.14270790226329,0.268998595602847,-1.14270790226329,0.268998595602847
70,0.85,10,35.5,20.3510851471529,35.5,20.3510851471529,0,1,-1.98520118347547,0.0634979989921177,-1.98520118347547,0.0634979989921177
70,0.85,20,35.5,20.3510851471529,35.5,20.3510851471529,0,1,-1.92305965409466,0.071387907090801,-1.92305965409466,0.071387907090801
70,0.85,30,35.5,20.3510851471529,35.5,20.3510851471529,0,1,-1.48247044866962,0.156515584751571,-1.48247044866962,0.156515584751571
70,0.85,40,35.5,20.3510851471529,35.5,20.3510851471529,0,1,-2.51655189193576,0.0221827506617608,-2.51655189193576,0.0221827506617608
70,0.85,50,35.5,20.3510851471529,35.5,20.3510851471529,0,1,-3.26194772414479,0.00459204294904412,-3.26194772414479,0.00459204294904412
70,0.85,60,35.5,20.3510851471529,35.5,20.3510851471529,0,1,-2.79179450551418,0.0125196659877136,-2.79179450551418,0.0125196659877136
70,0.85,70,35.5,20.3510851471529,35.5,20.3510851471529,0,1,-4.56682887965624,0.000273749274402673,-4.56682887965624,0.000273749274402673
70,0.85,80,35.5,20.3510851471529,35.5,20.3510851471529,0,1,-5.3500385504826,5.30384164459465e-05,-5.3500385504826,5.30384164459465e-05
70,0.85,90,35.5,20.3510851471529,35.5,20.3510851471529,0,1,-4.51041008174689,0.000308800411399121,-4.51041008174689,0.000308800411399121
70,0.85,100,35.5,20.3510851471529,35.5,20.3510851471529,0,1,-7.53876373678318,8.11397037876628e-07,-7.53876373678318,8.11397037876628e-07
70,0.9,0,35.5,20.3510851471529,35.5,20.3510851471529,0,1,-1.6569335555058,0.115871464203477,-1.6569335555058,0.115871464203477
70,0.9,10,35.5,20.3510851471529,35.5,20.3510851471529,0,1,-2.58255826766187,0.0193656157988187,-2.58255826766187,0.0193656157988187
70,0.9,20,35.5,20.3510851471529,35.5,20.3510851471529,0,1,-0.879604554293724,0.391338220433673,-0.879604554293724,0.391338220433673
70,0.9,30,35.5,20.3510851471529,35.5,20.3510851471529,0,1,-1.73040983059453,0.101667124354413,-1.73040983059453,0.101667124354413
70,0.9,40,35.5,20.3510851471529,35.5,20.3510851471529,0,1,-2.39788098581812,0.0282472833490918,-2.39788098581812,0.0282472833490918
70,0.9,50,35.5,20.3510851471529,35.5,20.3510851471529,0,1,-1.16303579451882,0.260881141337939,-1.16303579451882,0.260881141337939
70,0.9,60,35.5,20.3510851471529,35.5,20.3510851471529,0,1,-3.48412820195295,0.00284010330405439,-3.48412820195295,0.00284010330405439
70,0.9,70,35.5,20.3510851471529,35.5,20.3510851471529,0,1,-3.4728902876465,0.00291012827339096,-3.4728902876465,0.00291012827339096
70,0.9,80,35.5,20.3510851471529,35.5,20.3510851471529,0,1,-4.6703027266107,0.000219626190002176,-4.6703027266107,0.000219626190002176
70,0.9,90,35.5,20.3510851471529,35.5,20.3510851471529,0,1,-4.83247565251333,0.000155804376393743,-4.83247565251333,0.000155804376393743
70,0.9,100,35.5,20.3510851471529,35.5,20.3510851471529,0,1,-7.56557725785986,7.73981818949837e-07,-7.56557725785986,7.73981818949837e-07
70,0.95,0,35.5,20.3510851471529,35.5,20.3510851471529,0,1,-1.54438044277959,0.140906965719432,-1.54438044277959,0.140906965719432
70,0.95,10,35.5,20.3510851471529,35.5,20.3510851471529,0,1,-0.156736957953251,0.877298533374439,-0.156736957953251,0.877298533374439
70,0.95,20,35.5,20.3510851471529,35.5,20.3510851471529,0,1,-0.889469715553711,0.386164694493531,-0.889469715553711,0.386164694493531
70,0.95,30,35.5,20.3510851471529,35.5,20.3510851471529,0,1,-0.792319109727631,0.439092044426445,-0.792319109727631,0.439092044426445
70,0.95,40,35.5,20.3510851471529,35.5,20.3510851471529,0,1,-1.06849347397296,0.300236307431109,-1.06849347397296,0.300236307431109
70,0.95,50,35.5,20.3510851471529,35.5,20.3510851471529,0,1,-1.2986562041233,0.211402435705814,-1.2986562041233,0.211402435705814
70,0.95,60,35.5,20.3510851471529,35.5,20.3510851471529,0,1,-1.08046824168606,0.295024305808435,-1.08046824168606,0.295024305808435
70,0.95,70,35.5,20.3510851471529,35.5,20.3510851471529,0,1,-1.82861252342268,0.0850579466618976,-1.82861252342268,0.0850579466618976
70,0.95,80,35.5,20.3510851471529,35.5,20.3510851471529,0,1,-2.53882403099513,0.0211913465454018,-2.53882403099513,0.0211913465454018
70,0.95,90,35.5,20.3510851471529,35.5,20.3510851471529,0,1,-3.56085122082013,0.00240476462611998,-3.56085122082013,0.00240476462611998
70,0.95,100,35.5,20.3510851471529,35.5,20.3510851471529,0,1,-4.86704547029004,0.000144855884808683,-4.86704547029004,0.000144855884808683
70,1,0,35.5,20.3510851471529,35.5,20.3510851471529,NA,NA,NA,NA,NA,NA
70,1,10,35.5,20.3510851471529,35.5,20.3510851471529,NA,NA,NA,NA,NA,NA
70,1,20,35.5,20.3510851471529,35.5,20.3510851471529,NA,NA,NA,NA,NA,NA
70,1,30,35.5,20.3510851471529,35.5,20.3510851471529,NA,NA,NA,NA,NA,NA
70,1,40,35.5,20.3510851471529,35.5,20.3510851471529,NA,NA,NA,NA,NA,NA
70,1,50,35.5,20.3510851471529,35.5,20.3510851471529,NA,NA,NA,NA,NA,NA
70,1,60,35.5,20.3510851471529,35.5,20.3510851471529,NA,NA,NA,NA,NA,NA
70,1,70,35.5,20.3510851471529,35.5,20.3510851471529,NA,NA,NA,NA,NA,NA
70,1,80,35.5,20.3510851471529,35.5,20.3510851471529,NA,NA,NA,NA,NA,NA
70,1,90,35.5,20.3510851471529,35.5,20.3510851471529,NA,NA,NA,NA,NA,NA
70,1,100,35.5,20.3510851471529,35.5,20.3510851471529,0,1,-5.21015396246382,7.07624967373267e-05,-5.21015396246382,7.07624967373267e-05
80,0,0,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-5.73177324153739,1.59384133904561e-05,-5.73177324153739,1.59384133904561e-05
80,0,10,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-4.61700076905785,0.000188086728770354,-4.61700076905785,0.000188086728770354
80,0,20,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-5.37207061114949,3.48674862262527e-05,-5.37207061114949,3.48674862262527e-05
80,0,30,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-6.8249130630358,1.62895562078949e-06,-6.8249130630358,1.62895562078949e-06
80,0,40,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-6.99713162662773,1.15372599557918e-06,-6.99713162662773,1.15372599557918e-06
80,0,50,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-10.701092242312,1.74778144050396e-09,-10.701092242312,1.74778144050396e-09
80,0,60,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-8.35835763067296,8.68899221733846e-08,-8.35835763067296,8.68899221733846e-08
80,0,70,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-9.88911208618041,6.29669874896536e-09,-9.88911208618041,6.29669874896536e-09
80,0,80,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-8.83887841329081,3.69571396491781e-08,-8.83887841329081,3.69571396491781e-08
80,0,90,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-10.5249939768534,2.29387736380142e-09,-10.5249939768534,2.29387736380142e-09
80,0,100,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-13.0172597867231,6.47819114954198e-11,-13.0172597867231,6.47819114954198e-11
80,0.05,0,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-4.37164926189695,0.000328218614787411,-4.37164926189695,0.000328218614787411
80,0.05,10,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-5.19051882515493,5.20402780441845e-05,-5.19051882515493,5.20402780441845e-05
80,0.05,20,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-4.86321831588986,0.000107983912359579,-4.86321831588986,0.000107983912359579
80,0.05,30,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-5.36436044534539,3.54630705453904e-05,-5.36436044534539,3.54630705453904e-05
80,0.05,40,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-7.44011434127668,4.83915115343713e-07,-7.44011434127668,4.83915115343713e-07
80,0.05,50,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-6.077592940384,7.61853159605295e-06,-6.077592940384,7.61853159605295e-06
80,0.05,60,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-6.92897190833512,1.32185667467358e-06,-6.92897190833512,1.32185667467358e-06
80,0.05,70,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-8.16173033217605,1.24338055879512e-07,-8.16173033217605,1.24338055879512e-07
80,0.05,80,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-8.58774604204916,5.7563056457484e-08,-8.58774604204916,5.7563056457484e-08
80,0.05,90,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-11.2972742091514,7.12923339531243e-10,-11.2972742091514,7.12923339531243e-10
80,0.05,100,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-12.1526462262146,2.09220267063633e-10,-12.1526462262146,2.09220267063633e-10
80,0.1,0,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-4.32566549487729,0.000364437765862183,-4.32566549487729,0.000364437765862183
80,0.1,10,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-3.84442590860931,0.00109309520397107,-3.84442590860931,0.00109309520397107
80,0.1,20,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-5.29390805979224,4.14110328867821e-05,-5.29390805979224,4.14110328867821e-05
80,0.1,30,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-5.56057733195576,2.30917564230773e-05,-5.56057733195576,2.30917564230773e-05
80,0.1,40,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-6.88971079177369,1.43001334543349e-06,-6.88971079177369,1.43001334543349e-06
80,0.1,50,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-6.36989329201222,4.13073184278606e-06,-6.36989329201222,4.13073184278606e-06
80,0.1,60,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-7.76854531413346,2.5848145566543e-07,-7.76854531413346,2.5848145566543e-07
80,0.1,70,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-7.18141686448637,8.01176279757907e-07,-7.18141686448637,8.01176279757907e-07
80,0.1,80,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-12.2098888957113,1.93206461981451e-10,-12.2098888957113,1.93206461981451e-10
80,0.1,90,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-11.495045390256,5.33651321656133e-10,-11.495045390256,5.33651321656133e-10
80,0.1,100,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-11.3754867007364,6.35478101448166e-10,-11.3754867007364,6.35478101448166e-10
80,0.15,0,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-4.1966957354423,0.000488988706826749,-4.1966957354423,0.000488988706826749
80,0.15,10,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-4.61238126037164,0.000190062835078424,-4.61238126037164,0.000190062835078424
80,0.15,20,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-4.51411173662149,0.000237458757888692,-4.51411173662149,0.000237458757888692
80,0.15,30,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-4.28458466886122,0.000400190039234298,-4.28458466886122,0.000400190039234298
80,0.15,40,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-7.14403246526272,8.62372425775031e-07,-7.14403246526272,8.62372425775031e-07
80,0.15,50,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-6.79005854944529,1.74758887744213e-06,-6.79005854944529,1.74758887744213e-06
80,0.15,60,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-6.8392870777357,1.58248410118651e-06,-6.8392870777357,1.58248410118651e-06
80,0.15,70,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-7.9759468977551,1.7525615146417e-07,-7.9759468977551,1.7525615146417e-07
80,0.15,80,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-9.7903398501404,7.39592193379983e-09,-9.7903398501404,7.39592193379983e-09
80,0.15,90,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-8.08808004450892,1.4238490029985e-07,-8.08808004450892,1.4238490029985e-07
80,0.15,100,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-8.12774949679597,1.32349563717919e-07,-8.12774949679597,1.32349563717919e-07
80,0.2,0,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-3.18570272279282,0.0048676697850604,-3.18570272279282,0.0048676697850604
80,0.2,10,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-3.83067233992583,0.00112796488296675,-3.83067233992583,0.00112796488296675
80,0.2,20,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-3.48732805032158,0.00246521564296708,-3.48732805032158,0.00246521564296708
80,0.2,30,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-4.39943372882896,0.000308115697199859,-4.39943372882896,0.000308115697199859
80,0.2,40,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-5.38193501249381,3.41203726621435e-05,-5.38193501249381,3.41203726621435e-05
80,0.2,50,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-6.59269995611788,2.61004096375523e-06,-6.59269995611788,2.61004096375523e-06
80,0.2,60,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-6.38901111948449,3.97015647463105e-06,-6.38901111948449,3.97015647463105e-06
80,0.2,70,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-10.0687481312004,4.71254149290054e-09,-10.0687481312004,4.71254149290054e-09
80,0.2,80,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-7.51780967098764,4.16653232719901e-07,-7.51780967098764,4.16653232719901e-07
80,0.2,90,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-9.72955149945362,8.17034264156131e-09,-9.72955149945362,8.17034264156131e-09
80,0.2,100,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-8.57386970887997,5.9003586809436e-08,-8.57386970887997,5.9003586809436e-08
80,0.25,0,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-3.49409495028935,0.00242765860708784,-3.49409495028935,0.00242765860708784
80,0.25,10,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-4.2839278898477,0.000400789434657137,-4.2839278898477,0.000400789434657137
80,0.25,20,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-3.19859390270973,0.00472907147823173,-3.19859390270973,0.00472907147823173
80,0.25,30,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-4.49472201348017,0.000248138893584998,-4.49472201348017,0.000248138893584998
80,0.25,40,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-4.73986461965624,0.000142514826661287,-4.73986461965624,0.000142514826661287
80,0.25,50,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-6.44535834955858,3.53327402275522e-06,-6.44535834955858,3.53327402275522e-06
80,0.25,60,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-6.48986714318435,3.22339125706908e-06,-6.48986714318435,3.22339125706908e-06
80,0.25,70,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-6.34123454038824,4.38408407091386e-06,-6.34123454038824,4.38408407091386e-06
80,0.25,80,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-7.36954719918342,5.54762392835671e-07,-7.36954719918342,5.54762392835671e-07
80,0.25,90,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-9.08493943065213,2.41242942701172e-08,-9.08493943065213,2.41242942701172e-08
80,0.25,100,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-9.08725444503136,2.40285279182305e-08,-9.08725444503136,2.40285279182305e-08
80,0.3,0,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-3.56256176537319,0.00207805345919114,-3.56256176537319,0.00207805345919114
80,0.3,10,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-3.65929576228576,0.00166745207472746,-3.65929576228576,0.00166745207472746
80,0.3,20,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-3.56279823778149,0.00207693671444546,-3.56279823778149,0.00207693671444546
80,0.3,30,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-4.52019108958155,0.000234206764284157,-4.52019108958155,0.000234206764284157
80,0.3,40,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-5.66180411332443,1.85384124405358e-05,-5.66180411332443,1.85384124405358e-05
80,0.3,50,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-5.29536046235939,4.12786564577813e-05,-5.29536046235939,4.12786564577813e-05
80,0.3,60,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-8.10214932624581,1.38738235545066e-07,-8.10214932624581,1.38738235545066e-07
80,0.3,70,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-7.50311246272913,4.28590284443464e-07,-7.50311246272913,4.28590284443464e-07
80,0.3,80,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-8.17156035185183,1.22115686514719e-07,-8.17156035185183,1.22115686514719e-07
80,0.3,90,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-7.7543084381928,2.6552453769191e-07,-7.7543084381928,2.6552453769191e-07
80,0.3,100,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-8.9931982851236,2.82579829453715e-08,-8.9931982851236,2.82579829453715e-08
80,0.35,0,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-3.55569492304026,0.00211074250512983,-3.55569492304026,0.00211074250512983
80,0.35,10,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-4.69194336004629,0.000158783463478217,-4.69194336004629,0.000158783463478217
80,0.35,20,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-3.39103931077613,0.00306597148611738,-3.39103931077613,0.00306597148611738
80,0.35,30,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-5.03897347877092,7.28787839477405e-05,-5.03897347877092,7.28787839477405e-05
80,0.35,40,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-4.51620124360424,0.000236335913911797,-4.51620124360424,0.000236335913911797
80,0.35,50,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-5.76427540051805,1.48609141899525e-05,-5.76427540051805,1.48609141899525e-05
80,0.35,60,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-6.19172302224055,5.99102405176309e-06,-6.19172302224055,5.99102405176309e-06
80,0.35,70,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-6.6507626299462,2.31824997666295e-06,-6.6507626299462,2.31824997666295e-06
80,0.35,80,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-7.89357609360333,2.04361384257402e-07,-7.89357609360333,2.04361384257402e-07
80,0.35,90,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-6.99508834187595,1.15843016576314e-06,-6.99508834187595,1.15843016576314e-06
80,0.35,100,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-9.54381350677452,1.11054435494514e-08,-9.54381350677452,1.11054435494514e-08
80,0.4,0,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-3.78201864043878,0.00126045132839159,-3.78201864043878,0.00126045132839159
80,0.4,10,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-4.18202414353771,0.000505634349723146,-4.18202414353771,0.000505634349723146
80,0.4,20,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-4.65364293358683,0.000173131176687932,-4.65364293358683,0.000173131176687932
80,0.4,30,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-4.83247092554924,0.000115703780849919,-4.83247092554924,0.000115703780849919
80,0.4,40,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-3.97882073941847,0.000804171681383038,-3.97882073941847,0.000804171681383038
80,0.4,50,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-4.58639519922977,0.000201577221962714,-4.58639519922977,0.000201577221962714
80,0.4,60,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-5.39640097695716,3.30542234454384e-05,-5.39640097695716,3.30542234454384e-05
80,0.4,70,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-6.02846967487816,8.45308739193329e-06,-6.02846967487816,8.45308739193329e-06
80,0.4,80,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-6.15276376166249,6.50200534681472e-06,-6.15276376166249,6.50200534681472e-06
80,0.4,90,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-7.81339748943242,2.37533088333415e-07,-7.81339748943242,2.37533088333415e-07
80,0.4,100,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-13.0424048647744,6.26695897967969e-11,-13.0424048647744,6.26695897967969e-11
80,0.45,0,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-2.66078295923897,0.0154392638146571,-2.66078295923897,0.0154392638146571
80,0.45,10,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-2.74446745105052,0.0128886002441601,-2.74446745105052,0.0128886002441601
80,0.45,20,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-2.49523661679391,0.0219597498232801,-2.49523661679391,0.0219597498232801
80,0.45,30,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-2.75968461797893,0.012470232605575,-2.75968461797893,0.012470232605575
80,0.45,40,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-4.61368769142802,0.000189501855630115,-4.61368769142802,0.000189501855630115
80,0.45,50,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-4.33911941939138,0.000353442547630865,-4.33911941939138,0.000353442547630865
80,0.45,60,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-6.0978227357075,7.29993130316645e-06,-6.0978227357075,7.29993130316645e-06
80,0.45,70,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-5.5831356935201,2.19865059911558e-05,-5.5831356935201,2.19865059911558e-05
80,0.45,80,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-6.97061747233522,1.21633463944771e-06,-6.97061747233522,1.21633463944771e-06
80,0.45,90,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-8.18456895404887,1.19237966191508e-07,-8.18456895404887,1.19237966191508e-07
80,0.45,100,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-6.65822428461103,2.28327297072498e-06,-6.65822428461103,2.28327297072498e-06
80,0.5,0,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-3.08635389738199,0.00607710299924693,-3.08635389738199,0.00607710299924693
80,0.5,10,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-3.62959509215872,0.00178413523870014,-3.62959509215872,0.00178413523870014
80,0.5,20,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-2.65251720543913,0.0157157514595564,-2.65251720543913,0.0157157514595564
80,0.5,30,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-3.66767726409107,0.00163591578737644,-3.66767726409107,0.00163591578737644
80,0.5,40,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-4.29798874160193,0.000388152319563534,-4.29798874160193,0.000388152319563534
80,0.5,50,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-4.55259901795658,0.000217615449480254,-4.55259901795658,0.000217615449480254
80,0.5,60,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-5.02029400978012,7.59790395770477e-05,-5.02029400978012,7.59790395770477e-05
80,0.5,70,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-4.57857359502858,0.000205179331466615,-4.57857359502858,0.000205179331466615
80,0.5,80,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-5.02508409811618,7.51714413170264e-05,-5.02508409811618,7.51714413170264e-05
80,0.5,90,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-6.05249390531808,8.0337929166033e-06,-6.05249390531808,8.0337929166033e-06
80,0.5,100,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-10.7479061170007,1.6268012107396e-09,-10.7479061170007,1.6268012107396e-09
80,0.55,0,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-3.21410363345197,0.00456742059154679,-3.21410363345197,0.00456742059154679
80,0.55,10,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-2.33184737614005,0.0308656969496521,-2.33184737614005,0.0308656969496521
80,0.55,20,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-3.83404729685123,0.00111930698289713,-3.83404729685123,0.00111930698289713
80,0.55,30,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-3.13616212188213,0.00543812462630918,-3.13616212188213,0.00543812462630918
80,0.55,40,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-4.31319305140564,0.000374938492280329,-4.31319305140564,0.000374938492280329
80,0.55,50,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-4.03400022766065,0.000708939699957584,-4.03400022766065,0.000708939699957584
80,0.55,60,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-5.26021004640292,4.46071599846547e-05,-5.26021004640292,4.46071599846547e-05
80,0.55,70,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-5.45265678131371,2.92217268363523e-05,-5.45265678131371,2.92217268363523e-05
80,0.55,80,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-7.53744261033041,4.01242656528964e-07,-7.53744261033041,4.01242656528964e-07
80,0.55,90,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-5.7620162547748,1.49333330777326e-05,-5.7620162547748,1.49333330777326e-05
80,0.55,100,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-7.4424433653646,4.81743378326202e-07,-7.4424433653646,4.81743378326202e-07
80,0.6,0,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-2.78657657323053,0.011762430131801,-2.78657657323053,0.011762430131801
80,0.6,10,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-2.1548198459356,0.0442164662606707,-2.1548198459356,0.0442164662606707
80,0.6,20,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-2.82351878764246,0.0108525449498655,-2.82351878764246,0.0108525449498655
80,0.6,30,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-3.16480842658937,0.00510077302973154,-3.16480842658937,0.00510077302973154
80,0.6,40,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-3.4283772529495,0.00281759108690652,-3.4283772529495,0.00281759108690652
80,0.6,50,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-5.59731945553187,2.13194569543619e-05,-5.59731945553187,2.13194569543619e-05
80,0.6,60,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-4.4625844501302,0.000266920751862141,-4.4625844501302,0.000266920751862141
80,0.6,70,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-4.01357451337419,0.000742799258752127,-4.01357451337419,0.000742799258752127
80,0.6,80,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-6.34610474572978,4.33992642846882e-06,-6.34610474572978,4.33992642846882e-06
80,0.6,90,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-5.6605206882313,1.85899688928583e-05,-5.6605206882313,1.85899688928583e-05
80,0.6,100,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-9.78275068281533,7.48827110648939e-09,-9.78275068281533,7.48827110648939e-09
80,0.65,0,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-2.44505427119657,0.0244001207279804,-2.44505427119657,0.0244001207279804
80,0.65,10,40.5,23.2379000772445,40.5,23.2379000772445,0,1,-2.40181082969109,0.0267042802784075,-2.40181082969109,0.0267042802784075
