"N","rxx","bias","AbilityX","AbilitySD","PerceptionX","PerceptionSD","t.omni.t","t.omni.p","t.low.t","t.low.p","t.hi.t","t.hi.p"
40,0.15,100,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-7.61815293202765,3.26458080986646e-05,-7.61815293202765,3.26458080986646e-05
40,0.2,0,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-2.80108622932362,0.0206759124491237,-2.80108622932362,0.0206759124491237
40,0.2,10,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-2.21639322364803,0.0538802568703261,-2.21639322364803,0.0538802568703261
40,0.2,20,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-2.16961250443831,0.058150170763824,-2.16961250443831,0.058150170763824
40,0.2,30,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-3.59628090567183,0.00578178548115542,-3.59628090567183,0.00578178548115542
40,0.2,40,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-3.56686320020901,0.00605388627949793,-3.56686320020901,0.00605388627949793
40,0.2,50,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-4.56823062760417,0.00135030192197579,-4.56823062760417,0.00135030192197579
40,0.2,60,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-4.16191084800209,0.00244077174070089,-4.16191084800209,0.00244077174070089
40,0.2,70,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-5.67480296165124,0.000303864727198921,-5.67480296165124,0.000303864727198921
40,0.2,80,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-4.18287578971638,0.00236597562464972,-4.18287578971638,0.00236597562464972
40,0.2,90,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-5.61763553373457,0.000326817730840237,-5.61763553373457,0.000326817730840237
40,0.2,100,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-5.63118584297469,0.000321212135766542,-5.63118584297469,0.000321212135766542
40,0.25,0,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-1.88402354660349,0.0922121615958719,-1.88402354660349,0.0922121615958719
40,0.25,10,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-2.31757345782806,0.0456668560367152,-2.31757345782806,0.0456668560367152
40,0.25,20,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-2.89624803465477,0.0177032026363172,-2.89624803465477,0.0177032026363172
40,0.25,30,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-2.63877247807235,0.0269679928697857,-2.63877247807235,0.0269679928697857
40,0.25,40,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-3.40369011265402,0.00782743884164671,-3.40369011265402,0.00782743884164671
40,0.25,50,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-3.90554051998526,0.00358901966840706,-3.90554051998526,0.00358901966840706
40,0.25,60,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-4.80017140374515,0.000973487374437844,-4.80017140374515,0.000973487374437844
40,0.25,70,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-6.50691704051378,0.000110558178607298,-6.50691704051378,0.000110558178607298
40,0.25,80,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-5.68765803984022,0.000298947886626288,-5.68765803984022,0.000298947886626288
40,0.25,90,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-5.06937523464483,0.000672439875480383,-5.06937523464483,0.000672439875480383
40,0.25,100,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-7.13078106789416,5.47978029187583e-05,-7.13078106789416,5.47978029187583e-05
40,0.3,0,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-3.62890872886343,0.00549495260310437,-3.62890872886343,0.00549495260310437
40,0.3,10,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-1.63411433820577,0.136666598818063,-1.63411433820577,0.136666598818063
40,0.3,20,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-2.59599119714766,0.0289278032227404,-2.59599119714766,0.0289278032227404
40,0.3,30,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-3.29066318828107,0.00936842640520728,-3.29066318828107,0.00936842640520728
40,0.3,40,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-2.65832291761782,0.0261174817696262,-2.65832291761782,0.0261174817696262
40,0.3,50,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-4.64884649769576,0.00120408003966004,-4.64884649769576,0.00120408003966004
40,0.3,60,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-6.69182245766264,8.93656532258639e-05,-6.69182245766264,8.93656532258639e-05
40,0.3,70,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-4.08764339478387,0.00272663395991797,-4.08764339478387,0.00272663395991797
40,0.3,80,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-4.38714792806433,0.00175280449944094,-4.38714792806433,0.00175280449944094
40,0.3,90,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-6.44796991753435,0.000118422379435538,-6.44796991753435,0.000118422379435538
40,0.3,100,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-8.61471057984705,1.21948404855379e-05,-8.61471057984705,1.21948404855379e-05
40,0.35,0,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-1.36698356529865,0.20479948885244,-1.36698356529865,0.20479948885244
40,0.35,10,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-3.41560347167862,0.00768118334871769,-3.41560347167862,0.00768118334871769
40,0.35,20,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-2.0918294146799,0.0659872483695323,-2.0918294146799,0.0659872483695323
40,0.35,30,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-2.28852684289321,0.0478899207649048,-2.28852684289321,0.0478899207649048
40,0.35,40,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-4.68956909808767,0.00113675720208088,-4.68956909808767,0.00113675720208088
40,0.35,50,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-3.31780052324013,0.00897169656675327,-3.31780052324013,0.00897169656675327
40,0.35,60,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-3.37803658955573,0.00815233236557436,-3.37803658955573,0.00815233236557436
40,0.35,70,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-3.0707975405766,0.0133367945587371,-3.0707975405766,0.0133367945587371
40,0.35,80,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-4.21135620495841,0.00226825151289137,-4.21135620495841,0.00226825151289137
40,0.35,90,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-6.06524680869712,0.000186979160361531,-6.06524680869712,0.000186979160361531
40,0.35,100,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-9.53661024899157,5.30348495124919e-06,-9.53661024899157,5.30348495124919e-06
40,0.4,0,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-1.82709576425286,0.100960059559123,-1.82709576425286,0.100960059559123
40,0.4,10,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-2.08893187146837,0.0662980882308127,-2.08893187146837,0.0662980882308127
40,0.4,20,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-2.56334596170594,0.0305191370969964,-2.56334596170594,0.0305191370969964
40,0.4,30,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-3.08348788901848,0.0130661490846218,-3.08348788901848,0.0130661490846218
40,0.4,40,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-2.23235048868204,0.0524949394134717,-2.23235048868204,0.0524949394134717
40,0.4,50,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-3.24701022475018,0.0100453103126925,-3.24701022475018,0.0100453103126925
40,0.4,60,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-3.06674659663193,0.0134244004433639,-3.06674659663193,0.0134244004433639
40,0.4,70,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-3.9256794194266,0.00348080660348594,-3.9256794194266,0.00348080660348594
40,0.4,80,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-4.27497597021355,0.00206514778232427,-4.27497597021355,0.00206514778232427
40,0.4,90,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-3.24831955411572,0.0100242858251453,-3.24831955411572,0.0100242858251453
40,0.4,100,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-4.84193944931034,0.000918547991607119,-4.84193944931034,0.000918547991607119
40,0.45,0,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-1.53750027237465,0.158549866238827,-1.53750027237465,0.158549866238827
40,0.45,10,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-1.6851519754618,0.126241564155944,-1.6851519754618,0.126241564155944
40,0.45,20,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-2.58087523371939,0.0296540155719715,-2.58087523371939,0.0296540155719715
40,0.45,30,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-1.81020178197747,0.103701686913781,-1.81020178197747,0.103701686913781
40,0.45,40,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-2.38999112728108,0.0405579785735014,-2.38999112728108,0.0405579785735014
40,0.45,50,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-2.57927543369693,0.0297319385791544,-2.57927543369693,0.0297319385791544
40,0.45,60,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-2.60701913406351,0.028409297108226,-2.60701913406351,0.028409297108226
40,0.45,70,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-3.49276804276803,0.00680045783878294,-3.49276804276803,0.00680045783878294
40,0.45,80,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-3.48154990599257,0.00692163857898654,-3.48154990599257,0.00692163857898654
40,0.45,90,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-5.76193117431725,0.000272177562639054,-5.76193117431725,0.000272177562639054
40,0.45,100,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-7.10018819390383,5.66574530457712e-05,-7.10018819390383,5.66574530457712e-05
40,0.5,0,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-1.15426439085156,0.278120156029905,-1.15426439085156,0.278120156029905
40,0.5,10,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-1.53309287525801,0.159618802809393,-1.53309287525801,0.159618802809393
40,0.5,20,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-3.05467042801591,0.0136890968265856,-3.05467042801591,0.0136890968265856
40,0.5,30,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-2.76365774633663,0.0219802813350295,-2.76365774633663,0.0219802813350295
40,0.5,40,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-2.05424145806451,0.070130786389392,-2.05424145806451,0.070130786389392
40,0.5,50,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-2.4294263928269,0.03801830618864,-2.4294263928269,0.03801830618864
40,0.5,60,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-3.00816458725804,0.0147596959834636,-3.00816458725804,0.0147596959834636
40,0.5,70,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-3.50275437378731,0.00669445166542101,-3.50275437378731,0.00669445166542101
40,0.5,80,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-4.64310962109028,0.00121390294409252,-4.64310962109028,0.00121390294409252
40,0.5,90,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-6.43935364784264,0.000119622113161562,-6.43935364784264,0.000119622113161562
40,0.5,100,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-5.97622623188677,0.000208498001969508,-5.97622623188677,0.000208498001969508
40,0.55,0,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-0.981104910251593,0.352177191285488,-0.981104910251593,0.352177191285488
40,0.55,10,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-1.27737373574882,0.233436499991827,-1.27737373574882,0.233436499991827
40,0.55,20,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-2.40356347635006,0.0396654537186253,-2.40356347635006,0.0396654537186253
40,0.55,30,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-2.04708094621913,0.070947994381872,-2.04708094621913,0.070947994381872
40,0.55,40,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-2.98352767234749,0.0153613880847748,-2.98352767234749,0.0153613880847748
40,0.55,50,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-2.81129899446062,0.0203338705236968,-2.81129899446062,0.0203338705236968
40,0.55,60,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-3.11581102331625,0.0124020982468224,-3.11581102331625,0.0124020982468224
40,0.55,70,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-3.17262338011475,0.0113181517840891,-3.17262338011475,0.0113181517840891
40,0.55,80,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-3.84746125839766,0.00392150961076024,-3.84746125839766,0.00392150961076024
40,0.55,90,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-6.17000530933656,0.000164700055687125,-6.17000530933656,0.000164700055687125
40,0.55,100,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-4.04152672810794,0.00292188685702691,-4.04152672810794,0.00292188685702691
40,0.6,0,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-1.55728921546346,0.153828341323118,-1.55728921546346,0.153828341323118
40,0.6,10,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-0.766686649157984,0.462903473319778,-0.766686649157984,0.462903473319778
40,0.6,20,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-1.93256478024263,0.0853208945583857,-1.93256478024263,0.0853208945583857
40,0.6,30,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-3.24946305599622,0.0100059614800174,-3.24946305599622,0.0100059614800174
40,0.6,40,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-2.32442779832455,0.0451572632952907,-2.32442779832455,0.0451572632952907
40,0.6,50,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-2.31727164984161,0.0456894240143053,-2.31727164984161,0.0456894240143053
40,0.6,60,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-3.72273688724611,0.00475048381782487,-3.72273688724611,0.00475048381782487
40,0.6,70,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-4.30990861508564,0.0019619515904162,-4.30990861508564,0.0019619515904162
40,0.6,80,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-4.91132351069613,0.000834518562670492,-4.91132351069613,0.000834518562670492
40,0.6,90,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-6.160623871169,0.000166572390268534,-6.160623871169,0.000166572390268534
40,0.6,100,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-4.37926704638939,0.00177301060130812,-4.37926704638939,0.00177301060130812
40,0.65,0,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-1.76239936673303,0.111838649770427,-1.76239936673303,0.111838649770427
40,0.65,10,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-0.903251915393978,0.389927523168514,-0.903251915393978,0.389927523168514
40,0.65,20,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-2.42021580892573,0.038596968391183,-2.42021580892573,0.038596968391183
40,0.65,30,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-1.28149199766279,0.232050566870276,-1.28149199766279,0.232050566870276
40,0.65,40,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-2.29483403267402,0.0473983313873053,-2.29483403267402,0.0473983313873053
40,0.65,50,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-2.57857170306253,0.0297662809776614,-2.57857170306253,0.0297662809776614
40,0.65,60,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-4.23364485981308,0.00219477360141295,-4.23364485981308,0.00219477360141295
40,0.65,70,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-3.13421716238357,0.0120396317967237,-3.13421716238357,0.0120396317967237
40,0.65,80,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-6.1950669589239,0.000159809688504354,-6.1950669589239,0.000159809688504354
40,0.65,90,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-5.37966573149892,0.000444689788087901,-5.37966573149892,0.000444689788087901
40,0.65,100,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-7.01489751045859,6.2216551284469e-05,-7.01489751045859,6.2216551284469e-05
40,0.7,0,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-1.37880809442935,0.201253079500464,-1.37880809442935,0.201253079500464
40,0.7,10,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-3.11925146946022,0.0123334996302655,-3.11925146946022,0.0123334996302655
40,0.7,20,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-1.45456835753421,0.179758896255955,-1.45456835753421,0.179758896255955
40,0.7,30,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-1.19687419887165,0.261930247362547,-1.19687419887165,0.261930247362547
40,0.7,40,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-3.53052560848656,0.00640865686352746,-3.53052560848656,0.00640865686352746
40,0.7,50,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-2.41501662933595,0.0389274654959271,-2.41501662933595,0.0389274654959271
40,0.7,60,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-2.97560935140111,0.0155600779670161,-2.97560935140111,0.0155600779670161
40,0.7,70,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-2.38839860839903,0.0406639997739567,-2.38839860839903,0.0406639997739567
40,0.7,80,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-4.29195128719203,0.00201429531789339,-4.29195128719203,0.00201429531789339
40,0.7,90,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-4.15561715000332,0.00246371361959458,-4.15561715000332,0.00246371361959458
40,0.7,100,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-6.24137931034483,0.000151183397051375,-6.24137931034483,0.000151183397051375
40,0.75,0,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-1.15233191939606,0.278872999248917,-1.15233191939606,0.278872999248917
40,0.75,10,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-1.22036361071165,0.253336633965839,-1.22036361071165,0.253336633965839
40,0.75,20,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-1.86263404736561,0.0954121914384717,-1.86263404736561,0.0954121914384717
40,0.75,30,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-1.36295008459761,0.206021338704594,-1.36295008459761,0.206021338704594
40,0.75,40,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-2.17063503190145,0.058053412016449,-2.17063503190145,0.058053412016449
40,0.75,50,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-1.71647388568354,0.120207969855799,-1.71647388568354,0.120207969855799
40,0.75,60,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-2.41272149188609,0.0390742534535517,-2.41272149188609,0.0390742534535517
40,0.75,70,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-3.81939605952852,0.00409370463030947,-3.81939605952852,0.00409370463030947
40,0.75,80,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-3.88382433535716,0.00370970843280317,-3.88382433535716,0.00370970843280317
40,0.75,90,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-3.07536954698498,0.013238627855668,-3.07536954698498,0.013238627855668
40,0.75,100,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-4.12861411922385,0.00256478093456406,-4.12861411922385,0.00256478093456406
40,0.8,0,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-1.07724577173552,0.309396532003512,-1.07724577173552,0.309396532003512
40,0.8,10,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-1.60008865002639,0.144043121048224,-1.60008865002639,0.144043121048224
40,0.8,20,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-2.38684029020415,0.0407680098903718,-2.38684029020415,0.0407680098903718
40,0.8,30,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-1.41645711449576,0.190309647281943,-1.41645711449576,0.190309647281943
40,0.8,40,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-1.17125379104529,0.271571214592706,-1.17125379104529,0.271571214592706
40,0.8,50,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-2.40821060490443,0.0393643550387104,-2.40821060490443,0.0393643550387104
40,0.8,60,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-2.25630429927106,0.0504805656196372,-2.25630429927106,0.0504805656196372
40,0.8,70,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-1.95238607110578,0.0826493707738149,-1.95238607110578,0.0826493707738149
40,0.8,80,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-2.72364757830197,0.0234672748603049,-2.72364757830197,0.0234672748603049
40,0.8,90,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-5.13282382987332,0.000617226554034472,-5.13282382987332,0.000617226554034472
40,0.8,100,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-4.06590032305338,0.00281690645292146,-4.06590032305338,0.00281690645292146
40,0.85,0,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-0.957517580433862,0.363319026864368,-0.957517580433862,0.363319026864368
40,0.85,10,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-0.898717034272917,0.392212815589451,-0.898717034272917,0.392212815589451
40,0.85,20,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-1.03225331532784,0.328893752142309,-1.03225331532784,0.328893752142309
40,0.85,30,20.5,11.6904519445001,20.5,11.6904519445001,0,1,-1.66539587561009,0.1301880624515,-1.66539587561009,0.1301880624515
