"N","rxx","bias","abX","abSD","percX.err","percSD.err","percX.bi","percSD.bi","percX.biWerr","percSD.biWerr","t.omni.err.t","t.omni.err.p","t.omni.biased.t","t.omni.biased.p","t.omni.biasedWerr.t","t.omni.biasedWerr.p","t.low.err.t","t.low.err.p","t.low.biased.t","t.low.biased.p","t.low.biasedWerr.t","t.low.biasedWerr.p","t.hi.err.t","t.hi.err.p","t.hi.biased.t","t.hi.biased.p","t.hi.biasedWerr.t","t.hi.biasedWerr.p"
80,0.1,24,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,0,1,0,1,0,1,-3.77484828385493,0.00128124473296957,-22.6778683805536,3.20632743233953e-15,-22.703488273921,3.14055849882904e-15,-3.77484828385493,0.00128124473296957,-22.6778683805536,3.20632743233953e-15,-22.703488273921,3.14055849882904e-15
80,0.1,25,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,0,1,0,1,0,1,-4.02062055898251,0.000730939970010856,-22.6778683805536,3.20632743233953e-15,-21.0924734911189,1.20850465885522e-14,-4.02062055898251,0.000730939970010856,-22.6778683805536,3.20632743233953e-15,-21.0924734911189,1.20850465885522e-14
80,0.1,26,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,0,1,0,1,0,1,-5.05088770404548,7.09689463793262e-05,-22.6778683805536,3.20632743233953e-15,-22.720616521,3.0973803360171e-15,-5.05088770404548,7.09689463793262e-05,-22.6778683805536,3.20632743233953e-15,-22.720616521,3.0973803360171e-15
80,0.1,27,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,0,1,0,1,0,1,-4.2507022939212,0.000432321164255945,-22.6778683805536,3.20632743233953e-15,-22.3897959672078,4.05390146258354e-15,-4.2507022939212,0.000432321164255945,-22.6778683805536,3.20632743233953e-15,-22.3897959672078,4.05390146258354e-15
80,0.1,28,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,0,1,0,1,0,1,-4.09723147356691,0.000613613155421587,-22.6778683805536,3.20632743233953e-15,-22.1572704953608,4.90896692825041e-15,-4.09723147356691,0.000613613155421587,-22.6778683805536,3.20632743233953e-15,-22.1572704953608,4.90896692825041e-15
80,0.1,29,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,0,1,0,1,0,1,-4.31747585839639,0.000371298814895358,-22.6778683805536,3.20632743233953e-15,-22.7636073191798,2.99173086300106e-15,-4.31747585839639,0.000371298814895358,-22.6778683805536,3.20632743233953e-15,-22.7636073191798,2.99173086300106e-15
80,0.1,30,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,0,1,0,1,0,1,-4.29704920207809,0.000388984077095455,-22.6778683805536,3.20632743233953e-15,-22.7463817341786,3.03360057477779e-15,-4.29704920207809,0.000388984077095455,-22.6778683805536,3.20632743233953e-15,-22.7463817341786,3.03360057477779e-15
80,0.15,1,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,0,1,0,1,0,1,-3.33946781446511,0.00344476693377723,-7.20988767231069,7.57597015620538e-07,-7.29719937262929,6.38624151007831e-07,-3.33946781446511,0.00344476693377723,-7.20988767231069,7.57597015620538e-07,-7.29719937262929,6.38624151007831e-07
80,0.15,2,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,0,1,0,1,0,1,-5.11294494614504,6.18144995687048e-05,-22.6778683805536,3.20632743233953e-15,-20.973168947783,1.34034916282758e-14,-5.11294494614504,6.18144995687048e-05,-22.6778683805536,3.20632743233953e-15,-20.973168947783,1.34034916282758e-14
80,0.15,3,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,0,1,0,1,0,1,-4.4121368105813,0.000299342881882722,-22.6778683805536,3.20632743233953e-15,-16.7754373070374,7.57621187163589e-13,-4.4121368105813,0.000299342881882722,-22.6778683805536,3.20632743233953e-15,-16.7754373070374,7.57621187163589e-13
80,0.15,4,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,0,1,0,1,0,1,-3.06173545560532,0.00641930996144511,-22.6778683805536,3.20632743233953e-15,-19.6432151369625,4.41652626234529e-14,-3.06173545560532,0.00641930996144511,-22.6778683805536,3.20632743233953e-15,-19.6432151369625,4.41652626234529e-14
80,0.15,5,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,0,1,0,1,0,1,-2.80409485524325,0.0113222016998594,-22.6778683805536,3.20632743233953e-15,-19.2456352066822,6.39904674298975e-14,-2.80409485524325,0.0113222016998594,-22.6778683805536,3.20632743233953e-15,-19.2456352066822,6.39904674298975e-14
80,0.15,6,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,0,1,0,1,0,1,-3.41356787637299,0.00291364266527442,-22.6778683805536,3.20632743233953e-15,-21.7683778782228,6.78935840050856e-15,-3.41356787637299,0.00291364266527442,-22.6778683805536,3.20632743233953e-15,-21.7683778782228,6.78935840050856e-15
80,0.15,7,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,0,1,0,1,0,1,-2.67546043649216,0.0149596560265106,-22.6778683805536,3.20632743233953e-15,-20.0039223320104,3.17342953213512e-14,-2.67546043649216,0.0149596560265106,-22.6778683805536,3.20632743233953e-15,-20.0039223320104,3.17342953213512e-14
80,0.15,8,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,0,1,0,1,0,1,-4.90601794308468,9.81004793624452e-05,-22.6778683805536,3.20632743233953e-15,-22.4975873348637,3.71205942950751e-15,-4.90601794308468,9.81004793624452e-05,-22.6778683805536,3.20632743233953e-15,-22.4975873348637,3.71205942950751e-15
80,0.15,9,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,0,1,0,1,0,1,-4.67021074449013,0.000166770083754032,-22.6778683805536,3.20632743233953e-15,-21.3984404424299,9.28931315431191e-15,-4.67021074449013,0.000166770083754032,-22.6778683805536,3.20632743233953e-15,-21.3984404424299,9.28931315431191e-15
80,0.15,10,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,0,1,0,1,0,1,-5.11869695998481,6.10293899678499e-05,-22.6778683805536,3.20632743233953e-15,-22.0276834213911,5.46592697915574e-15,-5.11869695998481,6.10293899678499e-05,-22.6778683805536,3.20632743233953e-15,-22.0276834213911,5.46592697915574e-15
80,0.15,11,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,0,1,0,1,0,1,-3.43497987737787,0.00277577879150403,-22.6778683805536,3.20632743233953e-15,-21.1977102542234,1.10350819278986e-14,-3.43497987737787,0.00277577879150403,-22.6778683805536,3.20632743233953e-15,-21.1977102542234,1.10350819278986e-14
80,0.15,12,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,0,1,0,1,0,1,-4.27107934925524,0.000412698850181464,-22.6778683805536,3.20632743233953e-15,-22.302536522437,4.35481620539664e-15,-4.27107934925524,0.000412698850181464,-22.6778683805536,3.20632743233953e-15,-22.302536522437,4.35481620539664e-15
80,0.15,13,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,0,1,0,1,0,1,-3.77785217439731,0.0012724924858002,-22.6778683805536,3.20632743233953e-15,-21.3951531268086,9.31543685536954e-15,-3.77785217439731,0.0012724924858002,-22.6778683805536,3.20632743233953e-15,-21.3951531268086,9.31543685536954e-15
80,0.15,14,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,0,1,0,1,0,1,-3.39824231365675,0.00301643481679001,-22.6778683805536,3.20632743233953e-15,-22.3815683566088,4.08131807206044e-15,-3.39824231365675,0.00301643481679001,-22.6778683805536,3.20632743233953e-15,-22.3815683566088,4.08131807206044e-15
80,0.15,15,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,0,1,0,1,0,1,-3.94792220024859,0.000862982375373296,-22.6778683805536,3.20632743233953e-15,-21.8569547833347,6.30298462349266e-15,-3.94792220024859,0.000862982375373296,-22.6778683805536,3.20632743233953e-15,-21.8569547833347,6.30298462349266e-15
80,0.15,16,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,0,1,0,1,0,1,-5.23499664064111,4.71624463971289e-05,-22.6778683805536,3.20632743233953e-15,-22.8765356578118,2.7318537089438e-15,-5.23499664064111,4.71624463971289e-05,-22.6778683805536,3.20632743233953e-15,-22.8765356578118,2.7318537089438e-15
80,0.15,17,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,0,1,0,1,0,1,-2.60148131651418,0.0175297235364367,-22.6778683805536,3.20632743233953e-15,-21.9655132753755,5.75633915447334e-15,-2.60148131651418,0.0175297235364367,-22.6778683805536,3.20632743233953e-15,-21.9655132753755,5.75633915447334e-15
80,0.15,18,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,0,1,0,1,0,1,-4.20069942279303,0.000484542720976609,-22.6778683805536,3.20632743233953e-15,-21.3951531268086,9.31543685536954e-15,-4.20069942279303,0.000484542720976609,-22.6778683805536,3.20632743233953e-15,-21.3951531268086,9.31543685536954e-15
80,0.15,19,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,0,1,0,1,0,1,-3.16445704738786,0.00510478473968751,-22.6778683805536,3.20632743233953e-15,-22.2781270335131,4.44312871487767e-15,-3.16445704738786,0.00510478473968751,-22.6778683805536,3.20632743233953e-15,-22.2781270335131,4.44312871487767e-15
80,0.15,20,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,0,1,0,1,0,1,-4.95854793328083,8.7216054968914e-05,-22.6778683805536,3.20632743233953e-15,-22.7377835929778,3.05472977033796e-15,-4.95854793328083,8.7216054968914e-05,-22.6778683805536,3.20632743233953e-15,-22.7377835929778,3.05472977033796e-15
80,0.15,21,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,0,1,0,1,0,1,-4.58834757200378,0.000200688112040142,-22.6778683805536,3.20632743233953e-15,-22.712047553499,3.11890311384081e-15,-4.58834757200378,0.000200688112040142,-22.6778683805536,3.20632743233953e-15,-22.712047553499,3.11890311384081e-15
80,0.15,22,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,0,1,0,1,0,1,-3.54127333691758,0.00218105951975951,-22.6778683805536,3.20632743233953e-15,-22.3160723690672,4.30664082757537e-15,-3.54127333691758,0.00218105951975951,-22.6778683805536,3.20632743233953e-15,-22.3160723690672,4.30664082757537e-15
80,0.15,23,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,0,1,0,1,0,1,-5.29123940912521,4.16553932085652e-05,-22.6778683805536,3.20632743233953e-15,-22.5702634578083,3.49877714559199e-15,-5.29123940912521,4.16553932085652e-05,-22.6778683805536,3.20632743233953e-15,-22.5702634578083,3.49877714559199e-15
80,0.15,24,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,0,1,0,1,0,1,-4.16592233508402,0.000524558627636091,-22.6778683805536,3.20632743233953e-15,-22.6549249957254,3.26645418711257e-15,-4.16592233508402,0.000524558627636091,-22.6778683805536,3.20632743233953e-15,-22.6549249957254,3.26645418711257e-15
80,0.15,25,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,0,1,0,1,0,1,-4.73865931881831,0.000142902533667148,-22.6778683805536,3.20632743233953e-15,-22.7750678673802,2.96421079398302e-15,-4.73865931881831,0.000142902533667148,-22.6778683805536,3.20632743233953e-15,-22.7750678673802,2.96421079398302e-15
80,0.15,26,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,0,1,0,1,0,1,-5.36782662839836,3.51940435272278e-05,-22.6778683805536,3.20632743233953e-15,-22.712047553499,3.11890311384081e-15,-5.36782662839836,3.51940435272278e-05,-22.6778683805536,3.20632743233953e-15,-22.712047553499,3.11890311384081e-15
80,0.15,27,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,0,1,0,1,0,1,-4.98906557470438,8.14651073396723e-05,-22.6778683805536,3.20632743233953e-15,-22.7722347999972,2.97098895826663e-15,-4.98906557470438,8.14651073396723e-05,-22.6778683805536,3.20632743233953e-15,-22.7722347999972,2.97098895826663e-15
80,0.15,28,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,0,1,0,1,0,1,-3.70419180576698,0.00150529102315933,-22.6778683805536,3.20632743233953e-15,-22.720616521,3.0973803360171e-15,-3.70419180576698,0.00150529102315933,-22.6778683805536,3.20632743233953e-15,-22.720616521,3.0973803360171e-15
80,0.15,29,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,0,1,0,1,0,1,-3.71888190693748,0.00145571008886022,-22.6778683805536,3.20632743233953e-15,-22.7291951947137,3.07598945666959e-15,-3.71888190693748,0.00145571008886022,-22.6778683805536,3.20632743233953e-15,-22.7291951947137,3.07598945666959e-15
80,0.15,30,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,0,1,0,1,0,1,-4.38909300851164,0.000315448241816228,-22.6778683805536,3.20632743233953e-15,-21.8339009439757,6.42594040057903e-15,-4.38909300851164,0.000315448241816228,-22.6778683805536,3.20632743233953e-15,-21.8339009439757,6.42594040057903e-15
80,0.2,1,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,0,1,0,1,0,1,-3.80195914246389,0.00120437490179494,-5.40430092374164,3.24864335400924e-05,-9.6113393163149,9.92827415143903e-09,-3.80195914246389,0.00120437490179494,-5.40430092374164,3.24864335400924e-05,-9.6113393163149,9.92827415143903e-09
80,0.2,2,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,0,1,0,1,0,1,-3.66488919814301,0.0016463399460076,-22.6778683805536,3.20632743233953e-15,-14.8049184270722,6.9276925830387e-12,-3.66488919814301,0.0016463399460076,-22.6778683805536,3.20632743233953e-15,-14.8049184270722,6.9276925830387e-12
80,0.2,3,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,0,1,0,1,0,1,-4.20691424324417,0.000477721666051797,-22.6778683805536,3.20632743233953e-15,-22.882538696662,2.7187210431064e-15,-4.20691424324417,0.000477721666051797,-22.6778683805536,3.20632743233953e-15,-22.882538696662,2.7187210431064e-15
80,0.2,4,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,0,1,0,1,0,1,-3.54780663968387,0.00214892194924301,-22.6778683805536,3.20632743233953e-15,-20.9938110033856,1.31649881324811e-14,-3.54780663968387,0.00214892194924301,-22.6778683805536,3.20632743233953e-15,-20.9938110033856,1.31649881324811e-14
80,0.2,5,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,0,1,0,1,0,1,-3.94801194923874,0.000862805472558186,-22.6778683805536,3.20632743233953e-15,-22.7474475607897,3.0309921156031e-15,-3.94801194923874,0.000862805472558186,-22.6778683805536,3.20632743233953e-15,-22.7474475607897,3.0309921156031e-15
80,0.2,6,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,0,1,0,1,0,1,-3.36626099880561,0.00324256359318199,-22.6778683805536,3.20632743233953e-15,-21.8765252047439,6.2005473667099e-15,-3.36626099880561,0.00324256359318199,-22.6778683805536,3.20632743233953e-15,-21.8765252047439,6.2005473667099e-15
80,0.2,7,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,0,1,0,1,0,1,-2.92680530309473,0.00865312937140201,-22.6778683805536,3.20632743233953e-15,-19.9566923919998,3.31276071204891e-14,-2.92680530309473,0.00865312937140201,-22.6778683805536,3.20632743233953e-15,-19.9566923919998,3.31276071204891e-14
80,0.2,8,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,0,1,0,1,0,1,-3.52073728252826,0.0022852019061129,-22.6778683805536,3.20632743233953e-15,-21.6989820296851,7.1978983359704e-15,-3.52073728252826,0.0022852019061129,-22.6778683805536,3.20632743233953e-15,-21.6989820296851,7.1978983359704e-15
80,0.2,9,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,0,1,0,1,0,1,-3.2742715625218,0.00398989639494941,-22.6778683805536,3.20632743233953e-15,-21.4715240085355,8.72797710549796e-15,-3.2742715625218,0.00398989639494941,-22.6778683805536,3.20632743233953e-15,-21.4715240085355,8.72797710549796e-15
80,0.2,10,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,0,1,0,1,0,1,-4.78411212697481,0.000128996474894626,-22.6778683805536,3.20632743233953e-15,-22.2325774893221,4.61299477647018e-15,-4.78411212697481,0.000128996474894626,-22.6778683805536,3.20632743233953e-15,-22.2325774893221,4.61299477647018e-15
80,0.2,11,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,40.5,23.2379000772445,0,1,0,1,0,1,-3.18970335626935,0.00482423845376862,-22.6778683805536,3.20632743233953e-15,-21.6352691125218,7.595752420364e-15,-3.18970335626935,0.00482423845376862,-22.6778683805536,3.20632743233953e-15,-21.6352691125218,7.595752420364e-15
